code,name,description
Q122,Coloboma of lens,A medical condition known as coloboma of lens.
Q123,Congenital aphakia,A medical condition known as congenital aphakia.
Q129,"Congenital lens malformation, unspecified","A medical condition known as congenital lens malformation, unspecified."
Q130,Coloboma of iris,A medical condition known as coloboma of iris.
Q131,Absence of iris,A medical condition known as absence of iris.
Q132,Other congenital malformations of iris,A medical condition known as other congenital malformations of iris.
Q133,Congenital corneal opacity,A medical condition known as congenital corneal opacity.
Q134,Other congenital corneal malformations,A medical condition known as other congenital corneal malformations.
Q135,Blue sclera,A medical condition known as blue sclera.
Q1381,Rieger's anomaly,A medical condition known as rieger's anomaly.
Q1389,Other congenital malformations of anterior segment of eye,A medical condition known as other congenital malformations of anterior segment of eye.
Q139,"Congenital malformation of anterior segment of eye, unspecifi","A medical condition known as congenital malformation of anterior segment of eye, unspecifi."
Q140,Congenital malformation of vitreous humor,A medical condition known as congenital malformation of vitreous humor.
Q141,Congenital malformation of retina,A medical condition known as congenital malformation of retina.
Q142,Congenital malformation of optic disc,A medical condition known as congenital malformation of optic disc.
Q143,Congenital malformation of choroid,A medical condition known as congenital malformation of choroid.
Q148,Other congenital malformations of posterior segment of eye,A medical condition known as other congenital malformations of posterior segment of eye.
Q149,"Congenital malformation of posterior segment of eye, unspeci","A medical condition known as congenital malformation of posterior segment of eye, unspeci."
Q150,Congenital glaucoma,A medical condition known as congenital glaucoma.
Q158,Other specified congenital malformations of eye,A medical condition known as other specified congenital malformations of eye.
Q159,"Congenital malformation of eye, unspecified","A medical condition known as congenital malformation of eye, unspecified."
Q160,Congenital absence of (ear) auricle,A medical condition known as congenital absence of (ear) auricle.
Q161,"Congenital absence, atresia and stricture of auditory canal (ex","A medical condition known as congenital absence, atresia and stricture of auditory canal (ex."
Q162,Absence of eustachian tube,A medical condition known as absence of eustachian tube.
Q163,Congenital malformation of ear ossicles,A medical condition known as congenital malformation of ear ossicles.
Q164,Other congenital malformations of middle ear,A medical condition known as other congenital malformations of middle ear.
Q165,Congenital malformation of inner ear,A medical condition known as congenital malformation of inner ear.
Q169,Congenital malformation of ear causing impairment of hearin,A medical condition known as congenital malformation of ear causing impairment of hearin.
Q170,Accessory auricle,A medical condition known as accessory auricle.
Q173,Other misshapen ear,A medical condition known as other misshapen ear.
Q174,Misplaced ear,A medical condition known as misplaced ear.
Q175,Prominent ear,A medical condition known as prominent ear.
Q178,Other specified congenital malformations of ear,A medical condition known as other specified congenital malformations of ear.
Q179,"Congenital malformation of ear, unspecified","A medical condition known as congenital malformation of ear, unspecified."
Q180,"Sinus, fistula and cyst of branchial cleft","A medical condition known as sinus, fistula and cyst of branchial cleft."
Q181,Preauricular sinus and cyst,A medical condition known as preauricular sinus and cyst.
Q182,Other branchial cleft malformations,A medical condition known as other branchial cleft malformations.
Q183,Webbing of neck,A medical condition known as webbing of neck.
Q184,Macrostomia,A medical condition known as macrostomia.
Q185,Microstomia,A medical condition known as microstomia.
Q186,Macrocheilia,A medical condition known as macrocheilia.
Q187,Microcheilia,A medical condition known as microcheilia.
Q188,Other specified congenital malformations of face and neck,A medical condition known as other specified congenital malformations of face and neck.
Q189,"Congenital malformation of face and neck, unspecified","A medical condition known as congenital malformation of face and neck, unspecified."
Q200,Common arterial trunk,A medical condition known as common arterial trunk.
Q201,Double outlet right ventricle,A medical condition known as double outlet right ventricle.
Q202,Double outlet left ventricle,A medical condition known as double outlet left ventricle.
Q203,Discordant ventriculoarterial connection,A medical condition known as discordant ventriculoarterial connection.
Q204,Double inlet ventricle,A medical condition known as double inlet ventricle.
Q205,Discordant atrioventricular connection,A medical condition known as discordant atrioventricular connection.
Q206,Isomerism of atrial appendages,A medical condition known as isomerism of atrial appendages.
Q208,Other congenital malformations of cardiac chambers and con,A medical condition known as other congenital malformations of cardiac chambers and con.
Q209,Congenital malformation of cardiac chambers and connection,A medical condition known as congenital malformation of cardiac chambers and connection.
Q210,Ventricular septal defect,A medical condition known as ventricular septal defect.
Q211,Atrial septal defect,A medical condition known as atrial septal defect.
Q212,Atrioventricular septal defect,A medical condition known as atrioventricular septal defect.
Q218,Other congenital malformations of cardiac septa,A medical condition known as other congenital malformations of cardiac septa.
Q219,"Congenital malformation of cardiac septum, unspecified","A medical condition known as congenital malformation of cardiac septum, unspecified."
Q220,Pulmonary valve atresia,A medical condition known as pulmonary valve atresia.
Q221,Congenital pulmonary valve stenosis,A medical condition known as congenital pulmonary valve stenosis.
Q222,Congenital pulmonary valve insufficiency,A medical condition known as congenital pulmonary valve insufficiency.
Q223,Other congenital malformations of pulmonary valve,A medical condition known as other congenital malformations of pulmonary valve.
Q224,Congenital tricuspid stenosis,A medical condition known as congenital tricuspid stenosis.
Q225,Ebstein's anomaly,A medical condition known as ebstein's anomaly.
Q226,Hypoplastic right heart syndrome,A medical condition known as hypoplastic right heart syndrome.
Q228,Other congenital malformations of tricuspid valve,A medical condition known as other congenital malformations of tricuspid valve.
Q229,"Congenital malformation of tricuspid valve, unspecified","A medical condition known as congenital malformation of tricuspid valve, unspecified."
Q230,Congenital stenosis of aortic valve,A medical condition known as congenital stenosis of aortic valve.
Q231,Congenital insufficiency of aortic valve,A medical condition known as congenital insufficiency of aortic valve.
Q232,Congenital mitral stenosis,A medical condition known as congenital mitral stenosis.
Q233,Congenital mitral insufficiency,A medical condition known as congenital mitral insufficiency.
Q234,Hypoplastic left heart syndrome,A medical condition known as hypoplastic left heart syndrome.
Q238,Other congenital malformations of aortic and mitral valves,A medical condition known as other congenital malformations of aortic and mitral valves.
Q239,"Congenital malformation of aortic and mitral valves, unspecifi","A medical condition known as congenital malformation of aortic and mitral valves, unspecifi."
Q240,Dextrocardia,A medical condition known as dextrocardia.
Q241,Levocardia,A medical condition known as levocardia.
Q242,Cor triatriatum,A medical condition known as cor triatriatum.
Q243,Pulmonary infundibular stenosis,A medical condition known as pulmonary infundibular stenosis.
Q244,Congenital subaortic stenosis,A medical condition known as congenital subaortic stenosis.
Q245,Malformation of coronary vessels,A medical condition known as malformation of coronary vessels.
Q246,Congenital heart block,A medical condition known as congenital heart block.
Q248,Other specified congenital malformations of heart,A medical condition known as other specified congenital malformations of heart.
Q249,"Congenital malformation of heart, unspecified","A medical condition known as congenital malformation of heart, unspecified."
Q2521,Interruption of aortic arch,A medical condition known as interruption of aortic arch.
Q2529,Other atresia of aorta,A medical condition known as other atresia of aorta.
Q253,Supravalvular aortic stenosis,A medical condition known as supravalvular aortic stenosis.
Q2540,Congenital malformation of aorta unspecified,A medical condition known as congenital malformation of aorta unspecified.
Q2541,Absence and aplasia of aorta,A medical condition known as absence and aplasia of aorta.
Q2542,Hypoplasia of aorta,A medical condition known as hypoplasia of aorta.
Q2543,Congenital aneurysm of aorta,A medical condition known as congenital aneurysm of aorta.
Q2544,Congenital dilation of aorta,A medical condition known as congenital dilation of aorta.
Q2545,Double aortic arch,A medical condition known as double aortic arch.
Q2546,Tortuous aortic arch,A medical condition known as tortuous aortic arch.
Q2547,Right aortic arch,A medical condition known as right aortic arch.
Q2548,Anomalous origin of subclavian artery,A medical condition known as anomalous origin of subclavian artery.
Q2549,Other congenital malformations of aorta,A medical condition known as other congenital malformations of aorta.
Q255,Atresia of pulmonary artery,A medical condition known as atresia of pulmonary artery.
Q256,Stenosis of pulmonary artery,A medical condition known as stenosis of pulmonary artery.
Q2571,Coarctation of pulmonary artery,A medical condition known as coarctation of pulmonary artery.
Q2572,Congenital pulmonary arteriovenous malformation,A medical condition known as congenital pulmonary arteriovenous malformation.
Q2579,Other congenital malformations of pulmonary artery,A medical condition known as other congenital malformations of pulmonary artery.
Q258,Other congenital malformations of other great arteries,A medical condition known as other congenital malformations of other great arteries.
Q259,"Congenital malformation of great arteries, unspecified","A medical condition known as congenital malformation of great arteries, unspecified."
Q260,Congenital stenosis of vena cava,A medical condition known as congenital stenosis of vena cava.
Q261,Persistent left superior vena cava,A medical condition known as persistent left superior vena cava.
Q262,Total anomalous pulmonary venous connection,A medical condition known as total anomalous pulmonary venous connection.
Q263,Partial anomalous pulmonary venous connection,A medical condition known as partial anomalous pulmonary venous connection.
Q264,"Anomalous pulmonary venous connection, unspecified","A medical condition known as anomalous pulmonary venous connection, unspecified."
Q265,Anomalous portal venous connection,A medical condition known as anomalous portal venous connection.
Q266,Portal vein-hepatic artery fistula,A medical condition known as portal vein-hepatic artery fistula.
Q270,Congenital absence and hypoplasia of umbilical artery,A medical condition known as congenital absence and hypoplasia of umbilical artery.
Q271,Congenital renal artery stenosis,A medical condition known as congenital renal artery stenosis.
Q272,Other congenital malformations of renal artery,A medical condition known as other congenital malformations of renal artery.
Q2730,"Arteriovenous malformation, site unspecified","A medical condition known as arteriovenous malformation, site unspecified."
Q2731,Arteriovenous malformation of vessel of upper limb,A medical condition known as arteriovenous malformation of vessel of upper limb.
Q2732,Arteriovenous malformation of vessel of lower limb,A medical condition known as arteriovenous malformation of vessel of lower limb.
Q2733,Arteriovenous malformation of digestive system vessel,A medical condition known as arteriovenous malformation of digestive system vessel.
Q2734,Arteriovenous malformation of renal vessel,A medical condition known as arteriovenous malformation of renal vessel.
Q2739,"Arteriovenous malformation, other site","A medical condition known as arteriovenous malformation, other site."
Q274,Congenital phlebectasia,A medical condition known as congenital phlebectasia.
Q278,Other specified congenital malformations of peripheral vascul,A medical condition known as other specified congenital malformations of peripheral vascul.
Q279,"Congenital malformation of peripheral vascular system, unspe","A medical condition known as congenital malformation of peripheral vascular system, unspe."
Q280,Arteriovenous malformation of precerebral vessels,A medical condition known as arteriovenous malformation of precerebral vessels.
Q281,Other malformations of precerebral vessels,A medical condition known as other malformations of precerebral vessels.
Q282,Arteriovenous malformation of cerebral vessels,A medical condition known as arteriovenous malformation of cerebral vessels.
Q283,Other malformations of cerebral vessels,A medical condition known as other malformations of cerebral vessels.
Q288,Other specified congenital malformations of circulatory syste,A medical condition known as other specified congenital malformations of circulatory syste.
Q289,"Congenital malformation of circulatory system, unspecified","A medical condition known as congenital malformation of circulatory system, unspecified."
Q300,Choanal atresia,A medical condition known as choanal atresia.
Q301,Agenesis and underdevelopment of nose,A medical condition known as agenesis and underdevelopment of nose.
Q302,"Fissured, notched and cleft nose","A medical condition known as fissured, notched and cleft nose."
Q303,Congenital perforated nasal septum,A medical condition known as congenital perforated nasal septum.
Q308,Other congenital malformations of nose,A medical condition known as other congenital malformations of nose.
Q309,"Congenital malformation of nose, unspecified","A medical condition known as congenital malformation of nose, unspecified."
Q310,Web of larynx,A medical condition known as web of larynx.
Q311,Congenital subglottic stenosis,A medical condition known as congenital subglottic stenosis.
Q312,Laryngeal hypoplasia,A medical condition known as laryngeal hypoplasia.
Q318,Other congenital malformations of larynx,A medical condition known as other congenital malformations of larynx.
Q319,"Congenital malformation of larynx, unspecified","A medical condition known as congenital malformation of larynx, unspecified."
Q320,Congenital tracheomalacia,A medical condition known as congenital tracheomalacia.
Q321,Other congenital malformations of trachea,A medical condition known as other congenital malformations of trachea.
Q322,Congenital bronchomalacia,A medical condition known as congenital bronchomalacia.
Q323,Congenital stenosis of bronchus,A medical condition known as congenital stenosis of bronchus.
Q324,Other congenital malformations of bronchus,A medical condition known as other congenital malformations of bronchus.
Q330,Congenital cystic lung,A medical condition known as congenital cystic lung.
Q331,Accessory lobe of lung,A medical condition known as accessory lobe of lung.
Q332,Sequestration of lung,A medical condition known as sequestration of lung.
Q333,Agenesis of lung,A medical condition known as agenesis of lung.
Q334,Congenital bronchiectasis,A medical condition known as congenital bronchiectasis.
Q335,Ectopic tissue in lung,A medical condition known as ectopic tissue in lung.
Q336,Congenital hypoplasia and dysplasia of lung,A medical condition known as congenital hypoplasia and dysplasia of lung.
Q338,Other congenital malformations of lung,A medical condition known as other congenital malformations of lung.
Q339,"Congenital malformation of lung, unspecified","A medical condition known as congenital malformation of lung, unspecified."
Q340,Anomaly of pleura,A medical condition known as anomaly of pleura.
Q341,Congenital cyst of mediastinum,A medical condition known as congenital cyst of mediastinum.
Q348,Other specified congenital malformations of respiratory syste,A medical condition known as other specified congenital malformations of respiratory syste.
Q349,"Congenital malformation of respiratory system, unspecified","A medical condition known as congenital malformation of respiratory system, unspecified."
Q351,Cleft hard palate,A medical condition known as cleft hard palate.
Q353,Cleft soft palate,A medical condition known as cleft soft palate.
Q355,Cleft hard palate with cleft soft palate,A medical condition known as cleft hard palate with cleft soft palate.
Q357,Cleft uvula,A medical condition known as cleft uvula.
Q359,"Cleft palate, unspecified","A medical condition known as cleft palate, unspecified."
Q360,"Cleft lip, bilateral","A medical condition known as cleft lip, bilateral."
Q361,"Cleft lip, median","A medical condition known as cleft lip, median."
Q371,Cleft hard palate with unilateral cleft lip,A medical condition known as cleft hard palate with unilateral cleft lip.
Q372,Cleft soft palate with bilateral cleft lip,A medical condition known as cleft soft palate with bilateral cleft lip.
Q373,Cleft soft palate with unilateral cleft lip,A medical condition known as cleft soft palate with unilateral cleft lip.
Q374,Cleft hard and soft palate with bilateral cleft lip,A medical condition known as cleft hard and soft palate with bilateral cleft lip.
Q375,Cleft hard and soft palate with unilateral cleft lip,A medical condition known as cleft hard and soft palate with unilateral cleft lip.
Q378,Unspecified cleft palate with bilateral cleft lip,A medical condition known as unspecified cleft palate with bilateral cleft lip.
Q379,Unspecified cleft palate with unilateral cleft lip,A medical condition known as unspecified cleft palate with unilateral cleft lip.
Q380,"Congenital malformations of lips, not elsewhere classified","A medical condition known as congenital malformations of lips, not elsewhere classified."
Q381,Ankyloglossia,A medical condition known as ankyloglossia.
Q382,Macroglossia,A medical condition known as macroglossia.
Q383,Other congenital malformations of tongue,A medical condition known as other congenital malformations of tongue.
Q384,Congenital malformations of salivary glands and ducts,A medical condition known as congenital malformations of salivary glands and ducts.
Q385,"Congenital malformations of palate, not elsewhere classified","A medical condition known as congenital malformations of palate, not elsewhere classified."
Q386,Other congenital malformations of mouth,A medical condition known as other congenital malformations of mouth.
Q387,Congenital pharyngeal pouch,A medical condition known as congenital pharyngeal pouch.
Q388,Other congenital malformations of pharynx,A medical condition known as other congenital malformations of pharynx.
Q390,Atresia of esophagus without fistula,A medical condition known as atresia of esophagus without fistula.
Q391,Atresia of esophagus with tracheo-esophageal fistula,A medical condition known as atresia of esophagus with tracheo-esophageal fistula.
Q392,Congenital tracheo-esophageal fistula without atresia,A medical condition known as congenital tracheo-esophageal fistula without atresia.
Q393,Congenital stenosis and stricture of esophagus,A medical condition known as congenital stenosis and stricture of esophagus.
Q394,Esophageal web,A medical condition known as esophageal web.
Q395,Congenital dilatation of esophagus,A medical condition known as congenital dilatation of esophagus.
Q396,Congenital diverticulum of esophagus,A medical condition known as congenital diverticulum of esophagus.
Q398,Other congenital malformations of esophagus,A medical condition known as other congenital malformations of esophagus.
Q399,"Congenital malformation of esophagus, unspecified","A medical condition known as congenital malformation of esophagus, unspecified."
Q400,Congenital hypertrophic pyloric stenosis,A medical condition known as congenital hypertrophic pyloric stenosis.
Q401,Congenital hiatus hernia,A medical condition known as congenital hiatus hernia.
Q408,Other specified congenital malformations of upper alimentary,A medical condition known as other specified congenital malformations of upper alimentary.
Q409,"Congenital malformation of upper alimentary tract, unspecifie","A medical condition known as congenital malformation of upper alimentary tract, unspecifie."
Q410,"Congenital absence, atresia and stenosis of duodenum","A medical condition known as congenital absence, atresia and stenosis of duodenum."
Q411,"Congenital absence, atresia and stenosis of jejunum","A medical condition known as congenital absence, atresia and stenosis of jejunum."
Q412,"Congenital absence, atresia and stenosis of ileum","A medical condition known as congenital absence, atresia and stenosis of ileum."
Q418,"Congenital absence, atresia and stenosis of other specified pa","A medical condition known as congenital absence, atresia and stenosis of other specified pa."
Q419,"Congenital absence, atresia and stenosis of small intestine, pa","A medical condition known as congenital absence, atresia and stenosis of small intestine, pa."
Q420,"Congenital absence, atresia and stenosis of rectum with fistul","A medical condition known as congenital absence, atresia and stenosis of rectum with fistul."
Q421,"Congenital absence, atresia and stenosis of rectum without fis","A medical condition known as congenital absence, atresia and stenosis of rectum without fis."
Q422,"Congenital absence, atresia and stenosis of anus with fistula","A medical condition known as congenital absence, atresia and stenosis of anus with fistula."
Q423,"Congenital absence, atresia and stenosis of anus without fistul","A medical condition known as congenital absence, atresia and stenosis of anus without fistul."
Q428,"Congenital absence, atresia and stenosis of other parts of larg","A medical condition known as congenital absence, atresia and stenosis of other parts of larg."
Q429,"Congenital absence, atresia and stenosis of large intestine, par","A medical condition known as congenital absence, atresia and stenosis of large intestine, par."
Q430,Meckel's diverticulum (displaced) (hypertrophic),A medical condition known as meckel's diverticulum (displaced) (hypertrophic).
Q431,Hirschsprung's disease,A medical condition known as hirschsprung's disease.
Q432,Other congenital functional disorders of colon,A medical condition known as other congenital functional disorders of colon.
Q433,Congenital malformations of intestinal fixation,A medical condition known as congenital malformations of intestinal fixation.
Q434,Duplication of intestine,A medical condition known as duplication of intestine.
Q435,Ectopic anus,A medical condition known as ectopic anus.
Q436,Congenital fistula of rectum and anus,A medical condition known as congenital fistula of rectum and anus.
Q437,Persistent cloaca,A medical condition known as persistent cloaca.
Q438,Other specified congenital malformations of intestine,A medical condition known as other specified congenital malformations of intestine.
Q439,"Congenital malformation of intestine, unspecified","A medical condition known as congenital malformation of intestine, unspecified."
Q440,"Agenesis, aplasia and hypoplasia of gallbladder","A medical condition known as agenesis, aplasia and hypoplasia of gallbladder."
Q441,Other congenital malformations of gallbladder,A medical condition known as other congenital malformations of gallbladder.
Q442,Atresia of bile ducts,A medical condition known as atresia of bile ducts.
Q443,Congenital stenosis and stricture of bile ducts,A medical condition known as congenital stenosis and stricture of bile ducts.
Q446,Cystic disease of liver,A medical condition known as cystic disease of liver.
Q447,Other congenital malformations of liver,A medical condition known as other congenital malformations of liver.
Q450,"Agenesis, aplasia and hypoplasia of pancreas","A medical condition known as agenesis, aplasia and hypoplasia of pancreas."
Q451,Annular pancreas,A medical condition known as annular pancreas.
Q452,Congenital pancreatic cyst,A medical condition known as congenital pancreatic cyst.
Q453,Other congenital malformations of pancreas and pancreatic d,A medical condition known as other congenital malformations of pancreas and pancreatic d.
Q458,Other specified congenital malformations of digestive system,A medical condition known as other specified congenital malformations of digestive system.
Q459,"Congenital malformation of digestive system, unspecified","A medical condition known as congenital malformation of digestive system, unspecified."
Q5001,"Congenital absence of ovary, unilateral","A medical condition known as congenital absence of ovary, unilateral."
Q5002,"Congenital absence of ovary, bilateral","A medical condition known as congenital absence of ovary, bilateral."
Q501,Developmental ovarian cyst,A medical condition known as developmental ovarian cyst.
Q502,Congenital torsion of ovary,A medical condition known as congenital torsion of ovary.
Q5031,Accessory ovary,A medical condition known as accessory ovary.
Q5032,Ovarian streak,A medical condition known as ovarian streak.
Q5039,Other congenital malformation of ovary,A medical condition known as other congenital malformation of ovary.
Q504,Embryonic cyst of fallopian tube,A medical condition known as embryonic cyst of fallopian tube.
Q505,Embryonic cyst of broad ligament,A medical condition known as embryonic cyst of broad ligament.
Q506,Other congenital malformations of fallopian tube and broad li,A medical condition known as other congenital malformations of fallopian tube and broad li.
Q510,Agenesis and aplasia of uterus,A medical condition known as agenesis and aplasia of uterus.
Q5110,Doubling of uterus with doubling of cervix and vagina without,A medical condition known as doubling of uterus with doubling of cervix and vagina without.
Q5111,Doubling of uterus with doubling of cervix and vagina with ob,A medical condition known as doubling of uterus with doubling of cervix and vagina with ob.
Q512,Other doubling of uterus,A medical condition known as other doubling of uterus.
Q513,Bicornate uterus,A medical condition known as bicornate uterus.
Q514,Unicornate uterus,A medical condition known as unicornate uterus.
Q515,Agenesis and aplasia of cervix,A medical condition known as agenesis and aplasia of cervix.
Q516,Embryonic cyst of cervix,A medical condition known as embryonic cyst of cervix.
Q517,Congenital fistulae between uterus and digestive and urinary t,A medical condition known as congenital fistulae between uterus and digestive and urinary t.
Q5312,"Ectopic perineal testis, unilateral","A medical condition known as ectopic perineal testis, unilateral."
Q5320,"Undescended testicle, unspecified, bilateral","A medical condition known as undescended testicle, unspecified, bilateral."
Q5321,"Abdominal testis, bilateral","A medical condition known as abdominal testis, bilateral."
Q5322,"Ectopic perineal testis, bilateral","A medical condition known as ectopic perineal testis, bilateral."
Q539,"Undescended testicle, unspecified","A medical condition known as undescended testicle, unspecified."
Q540,"Hypospadias, balanic","A medical condition known as hypospadias, balanic."
Q541,"Hypospadias, penile","A medical condition known as hypospadias, penile."
Q542,"Hypospadias, penoscrotal","A medical condition known as hypospadias, penoscrotal."
Q543,"Hypospadias, perineal","A medical condition known as hypospadias, perineal."
Q544,Congenital chordee,A medical condition known as congenital chordee.
Q548,Other hypospadias,A medical condition known as other hypospadias.
Q549,"Hypospadias, unspecified","A medical condition known as hypospadias, unspecified."
Q550,Absence and aplasia of testis,A medical condition known as absence and aplasia of testis.
Q551,Hypoplasia of testis and scrotum,A medical condition known as hypoplasia of testis and scrotum.
Q5520,Unspecified congenital malformations of testis and scrotum,A medical condition known as unspecified congenital malformations of testis and scrotum.
Q5521,Polyorchism,A medical condition known as polyorchism.
Q5522,Retractile testis,A medical condition known as retractile testis.
Q5523,Scrotal transposition,A medical condition known as scrotal transposition.
Q5529,Other congenital malformations of testis and scrotum,A medical condition known as other congenital malformations of testis and scrotum.
Q553,Atresia of vas deferens,A medical condition known as atresia of vas deferens.
Q554,"Other congenital malformations of vas deferens, epididymis, s","A medical condition known as other congenital malformations of vas deferens, epididymis, s."
Q555,Congenital absence and aplasia of penis,A medical condition known as congenital absence and aplasia of penis.
Q5561,Curvature of penis (lateral),A medical condition known as curvature of penis (lateral).
Q5562,Hypoplasia of penis,A medical condition known as hypoplasia of penis.
Q5563,Congenital torsion of penis,A medical condition known as congenital torsion of penis.
Q5564,Hidden penis,A medical condition known as hidden penis.
Q5569,Other congenital malformation of penis,A medical condition known as other congenital malformation of penis.
Q559,"Congenital malformation of male genital organ, unspecified","A medical condition known as congenital malformation of male genital organ, unspecified."
Q560,"Hermaphroditism, not elsewhere classified","A medical condition known as hermaphroditism, not elsewhere classified."
Q561,"Male pseudohermaphroditism, not elsewhere classified","A medical condition known as male pseudohermaphroditism, not elsewhere classified."
Q562,"Female pseudohermaphroditism, not elsewhere classified","A medical condition known as female pseudohermaphroditism, not elsewhere classified."
Q563,"Pseudohermaphroditism, unspecified","A medical condition known as pseudohermaphroditism, unspecified."
Q564,"Indeterminate sex, unspecified","A medical condition known as indeterminate sex, unspecified."
Q600,"Renal agenesis, unilateral","A medical condition known as renal agenesis, unilateral."
Q601,"Renal agenesis, bilateral","A medical condition known as renal agenesis, bilateral."
Q602,"Renal agenesis, unspecified","A medical condition known as renal agenesis, unspecified."
Q603,"Renal hypoplasia, unilateral","A medical condition known as renal hypoplasia, unilateral."
Q604,"Renal hypoplasia, bilateral","A medical condition known as renal hypoplasia, bilateral."
Q605,"Renal hypoplasia, unspecified","A medical condition known as renal hypoplasia, unspecified."
Q606,Potter's syndrome,A medical condition known as potter's syndrome.
Q6100,"Congenital renal cyst, unspecified","A medical condition known as congenital renal cyst, unspecified."
Q6101,Congenital single renal cyst,A medical condition known as congenital single renal cyst.
Q6102,Congenital multiple renal cysts,A medical condition known as congenital multiple renal cysts.
Q6111,Cystic dilatation of collecting ducts,A medical condition known as cystic dilatation of collecting ducts.
Q6119,"Other polycystic kidney, infantile type","A medical condition known as other polycystic kidney, infantile type."
Q612,"Polycystic kidney, adult type","A medical condition known as polycystic kidney, adult type."
Q613,"Polycystic kidney, unspecified","A medical condition known as polycystic kidney, unspecified."
Q614,Renal dysplasia,A medical condition known as renal dysplasia.
Q615,Medullary cystic kidney,A medical condition known as medullary cystic kidney.
Q618,Other cystic kidney diseases,A medical condition known as other cystic kidney diseases.
Q619,"Cystic kidney disease, unspecified","A medical condition known as cystic kidney disease, unspecified."
Q620,Congenital hydronephrosis,A medical condition known as congenital hydronephrosis.
Q6210,"Congenital occlusion of ureter, unspecified","A medical condition known as congenital occlusion of ureter, unspecified."
Q6211,Congenital occlusion of ureteropelvic junction,A medical condition known as congenital occlusion of ureteropelvic junction.
Q6231,"Congenital ureterocele, orthotopic","A medical condition known as congenital ureterocele, orthotopic."
Q6232,Cecoureterocele,A medical condition known as cecoureterocele.
Q6239,Other obstructive defects of renal pelvis and ureter,A medical condition known as other obstructive defects of renal pelvis and ureter.
Q624,Agenesis of ureter,A medical condition known as agenesis of ureter.
Q625,Duplication of ureter,A medical condition known as duplication of ureter.
Q6260,"Malposition of ureter, unspecified","A medical condition known as malposition of ureter, unspecified."
Q6261,Deviation of ureter,A medical condition known as deviation of ureter.
Q6262,Displacement of ureter,A medical condition known as displacement of ureter.
Q6263,Anomalous implantation of ureter,A medical condition known as anomalous implantation of ureter.
Q6269,Other malposition of ureter,A medical condition known as other malposition of ureter.
Q627,Congenital vesico-uretero-renal reflux,A medical condition known as congenital vesico-uretero-renal reflux.
Q628,Other congenital malformations of ureter,A medical condition known as other congenital malformations of ureter.
Q630,Accessory kidney,A medical condition known as accessory kidney.
Q631,"Lobulated, fused and horseshoe kidney","A medical condition known as lobulated, fused and horseshoe kidney."
Q632,Ectopic kidney,A medical condition known as ectopic kidney.
Q633,Hyperplastic and giant kidney,A medical condition known as hyperplastic and giant kidney.
Q638,Other specified congenital malformations of kidney,A medical condition known as other specified congenital malformations of kidney.
Q639,"Congenital malformation of kidney, unspecified","A medical condition known as congenital malformation of kidney, unspecified."
Q640,Epispadias,A medical condition known as epispadias.
Q6410,"Exstrophy of urinary bladder, unspecified","A medical condition known as exstrophy of urinary bladder, unspecified."
Q6411,Supravesical fissure of urinary bladder,A medical condition known as supravesical fissure of urinary bladder.
Q6412,Cloacal extrophy of urinary bladder,A medical condition known as cloacal extrophy of urinary bladder.
Q6419,Other exstrophy of urinary bladder,A medical condition known as other exstrophy of urinary bladder.
Q642,Congenital posterior urethral valves,A medical condition known as congenital posterior urethral valves.
Q6431,Congenital bladder neck obstruction,A medical condition known as congenital bladder neck obstruction.
Q6432,Congenital stricture of urethra,A medical condition known as congenital stricture of urethra.
Q6433,Congenital stricture of urinary meatus,A medical condition known as congenital stricture of urinary meatus.
Q645,Congenital absence of bladder and urethra,A medical condition known as congenital absence of bladder and urethra.
Q646,Congenital diverticulum of bladder,A medical condition known as congenital diverticulum of bladder.
Q6470,Unspecified congenital malformation of bladder and urethra,A medical condition known as unspecified congenital malformation of bladder and urethra.
Q6471,Congenital prolapse of urethra,A medical condition known as congenital prolapse of urethra.
Q6472,Congenital prolapse of urinary meatus,A medical condition known as congenital prolapse of urinary meatus.
Q6473,Congenital urethrorectal fistula,A medical condition known as congenital urethrorectal fistula.
Q6474,Double urethra,A medical condition known as double urethra.
Q6475,Double urinary meatus,A medical condition known as double urinary meatus.
Q6479,Other congenital malformations of bladder and urethra,A medical condition known as other congenital malformations of bladder and urethra.
Q648,Other specified congenital malformations of urinary system,A medical condition known as other specified congenital malformations of urinary system.
Q649,"Congenital malformation of urinary system, unspecified","A medical condition known as congenital malformation of urinary system, unspecified."
Q6500,"Congenital dislocation of unspecified hip, unilateral","A medical condition known as congenital dislocation of unspecified hip, unilateral."
Q6501,"Congenital dislocation of right hip, unilateral","A medical condition known as congenital dislocation of right hip, unilateral."
Q6502,"Congenital dislocation of left hip, unilateral","A medical condition known as congenital dislocation of left hip, unilateral."
Q651,"Congenital dislocation of hip, bilateral","A medical condition known as congenital dislocation of hip, bilateral."
Q652,"Congenital dislocation of hip, unspecified","A medical condition known as congenital dislocation of hip, unspecified."
Q6530,"Congenital partial dislocation of unspecified hip, unilateral","A medical condition known as congenital partial dislocation of unspecified hip, unilateral."
Q6531,"Congenital partial dislocation of right hip, unilateral","A medical condition known as congenital partial dislocation of right hip, unilateral."
Q6532,"Congenital partial dislocation of left hip, unilateral","A medical condition known as congenital partial dislocation of left hip, unilateral."
Q654,"Congenital partial dislocation of hip, bilateral","A medical condition known as congenital partial dislocation of hip, bilateral."
